,dT,Tf,strainrange,df4,dc20,LTE,ratio_dmgs
99,260,350,0.00256961,8.32E-07,0.000111378,23.04931507,0.00747234
100,270,350,0.0026765,1.10E-06,0.000166824,15.50684932,0.006577943
101,280,350,0.00278442,1.44E-06,0.000245288,10.6109589,0.005850785
102,290,350,0.00289343,1.86E-06,0.000350587,7.460273973,0.00531091
103,300,350,0.00300355,2.40E-06,0.000478995,5.473972603,0.005003671
104,50,375,0.0004984,3.31E-08,5.04E-12,inf,
105,60,375,0.00059068,3.08E-08,3.29E-11,inf,
106,70,375,0.00068403,1.27E-08,1.77E-10,inf,
107,80,375,0.00077837,8.16E-09,8.13E-10,inf,
108,90,375,0.00087348,6.99E-09,3.30E-09,inf,
109,100,375,0.00096925,7.18E-09,1.20E-08,inf,
110,110,375,0.00106581,8.32E-09,4.01E-08,inf,
111,120,375,0.00116323,1.04E-08,1.24E-07,inf,
112,130,375,0.00126166,1.37E-08,3.59E-07,inf,
113,140,375,0.00136104,1.87E-08,9.83E-07,2379.057534,0.019074571
114,150,375,0.00146086,2.61E-08,2.41E-06,1034.723288,0.010801958
115,160,375,0.00156124,3.66E-08,3.98E-06,635.4191781,0.009195702
116,170,375,0.00166242,5.17E-08,6.50E-06,393.5616438,0.007956633
117,180,375,0.00176451,7.30E-08,1.05E-05,246.3315068,0.006976649
118,190,375,0.00186749,1.03E-07,1.66E-05,155.9972603,0.006183243
119,200,375,0.00197133,1.44E-07,2.61E-05,99.86027397,0.005518447
120,210,375,0.002076,2.01E-07,4.06E-05,64.55616438,0.004944844
121,220,375,0.00218129,2.78E-07,6.25E-05,42.14520548,0.004440139
122,230,375,0.0022871,3.80E-07,9.52E-05,27.76986301,0.003988879
123,240,375,0.00239343,5.15E-07,0.000143238,18.52876712,0.003596006
124,250,375,0.00250062,6.92E-07,0.000212456,12.52876712,0.003258034
125,260,375,0.00260888,9.22E-07,0.000307189,8.684931507,0.003002753
126,270,375,0.00271827,1.22E-06,0.000423341,6.309589041,0.00287951
127,280,375,0.00282878,1.60E-06,0.000562804,4.747945205,0.002838583
128,290,375,0.00294052,2.08E-06,0.000673053,3.961643836,0.003085733
129,300,375,0.00304859,2.65E-06,0.001226481,2.191780822,0.002160362
130,50,400,0.00050536,1.34E-07,3.88E-11,inf,
131,60,400,0.00059936,2.76E-08,2.32E-10,inf,
132,70,400,0.00069419,1.19E-08,1.15E-09,inf,
133,80,400,0.00078987,7.91E-09,4.88E-09,inf,
134,90,400,0.00088643,6.95E-09,1.84E-08,inf,
135,100,400,0.00098393,7.30E-09,6.30E-08,inf,
136,110,400,0.00108253,8.60E-09,1.99E-07,inf,
137,120,400,0.00118169,1.09E-08,5.82E-07,inf,
138,130,400,0.00128139,1.46E-08,1.60E-06,1583.734247,0.009124824
139,140,400,0.00138184,2.01E-08,4.15E-06,631.9287671,0.00482765
140,150,400,0.00148318,2.81E-08,8.94E-06,297.909589,0.003141944
141,160,400,0.00158543,3.98E-08,1.42E-05,187.9287671,0.002796198
142,170,400,0.00168857,5.65E-08,2.24E-05,119.7342466,0.002524845
143,180,400,0.00179256,8.02E-08,3.48E-05,77.09589041,0.002303913
144,190,400,0.00189726,1.13E-07,5.37E-05,50.10136986,0.002113798
145,200,400,0.00200256,1.59E-07,8.18E-05,32.90410959,0.001947791
146,210,400,0.00210833,2.22E-07,0.000123686,21.8,0.001795878
147,220,400,0.00221481,3.07E-07,0.000184243,14.65205479,0.001666015
148,230,400,0.00232233,4.21E-07,0.000268919,10.04657534,0.001564626
149,240,400,0.00243094,5.72E-07,0.000380747,7.101369863,0.001502147
150,250,400,0.00254069,7.71E-07,0.000513368,5.265753425,0.001501492
151,260,400,0.00265158,1.03E-06,0.000642917,4.202739726,0.001601826
152,270,400,0.0027636,1.36E-06,0.00072774,3.704109589,0.0018741
153,280,400,0.00287667,1.79E-06,0.00074028,3.624657534,0.002418138
154,290,400,0.002986,2.30E-06,0.001642209,1.649315068,0.001402864
155,300,400,0.00310987,3.03E-06,0.002886465,0.942465753,0.001049386
156,50,425,0.00051303,1.13E-07,2.62E-10,inf,
157,60,425,0.0006084,2.48E-08,1.44E-09,inf,
158,70,425,0.00070485,1.11E-08,6.57E-09,inf,
159,80,425,0.00080241,7.68E-09,2.61E-08,inf,
160,90,425,0.0009008,6.94E-09,9.28E-08,inf,
161,100,425,0.00099975,7.44E-09,2.99E-07,inf,
162,110,425,0.00109944,8.92E-09,8.91E-07,inf,
163,120,425,0.00120001,1.15E-08,2.48E-06,1061.715068,0.004642012
164,130,425,0.0013015,1.55E-08,6.49E-06,413.1726027,0.002390878
165,140,425,0.00140388,2.16E-08,1.61E-05,167.7753425,0.001336364
166,150,425,0.00150714,3.05E-08,3.02E-05,89.85205479,0.001008384
167,160,425,0.00161121,4.34E-08,4.66E-05,58.36438356,0.00093262
168,170,425,0.0017159,6.20E-08,7.10E-05,38.27123288,0.000872432
169,180,425,0.00182115,8.82E-08,0.000107481,25.30410959,0.000820963
170,190,425,0.00192696,1.25E-07,0.000160541,16.94794521,0.00077845
171,200,425,0.00203374,1.76E-07,0.000236126,11.5260274,0.000745203
172,210,425,0.00214161,2.46E-07,0.000338168,8.049315068,0.000727577
173,220,425,0.00225057,3.41E-07,0.000465163,5.852054795,0.00073378
174,230,425,0.00236078,4.70E-07,0.000590717,4.605479452,0.000795111
175,240,425,0.00247186,6.40E-07,0.000710015,3.830136986,0.000901572
176,250,425,0.00258418,8.65E-07,0.000749956,3.616438356,0.001153105
177,260,425,0.00269748,1.16E-06,0.000730377,3.698630137,0.001584248
178,270,425,0.00281157,1.53E-06,0.000692564,3.879452055,0.002213216
179,280,425,0.00292237,2.13E-05,0.002100202,1.197260274,0.010158024
180,290,425,0.00305061,2.80E-05,0.003477349,0.736986301,0.008040206
181,300,425,0.00319145,3.69E-05,0.004882816,0.526027397,0.007547265
182,50,450,0.00052083,9.63E-08,1.55E-09,inf,
183,60,450,0.00061806,2.23E-08,7.89E-09,inf,
184,70,450,0.00071605,1.05E-08,3.37E-08,inf,
185,80,450,0.00081486,7.48E-09,1.26E-07,inf,
186,90,450,0.00091454,6.94E-09,4.21E-07,inf,
187,100,450,0.00101518,7.61E-09,1.29E-06,2022.186301,0.005915644
188,110,450,0.00111675,9.28E-09,3.65E-06,734.4109589,0.002545477
189,120,450,0.00121922,1.21E-08,9.69E-06,279.7232877,0.001253103
190,130,450,0.00132256,1.66E-08,2.43E-05,112.169863,0.000682914
191,140,450,0.00142661,2.32E-08,5.77E-05,47.32876712,0.000403064
192,150,450,0.00153128,3.31E-08,9.45E-05,28.90410959,0.000349989
193,160,450,0.00163648,4.73E-08,0.000141361,19.32328767,0.000334745
194,170,450,0.0017425,6.78E-08,0.000208569,13.09863014,0.00032506
195,180,450,0.0018496,9.70E-08,0.000301154,9.071232877,0.000322
196,190,450,0.00195779,1.38E-07,0.000420585,6.495890411,0.000328323
197,200,450,0.00206705,1.95E-07,0.000557037,4.904109589,0.000350748
198,210,450,0.00217742,2.74E-07,0.000682378,4.002739726,0.000402032
199,220,450,0.00228894,3.82E-07,0.000752149,3.62739726,0.000507838
200,230,450,0.00240156,5.27E-07,0.000746617,3.646575342,0.000705808
201,240,450,0.00251499,7.20E-07,0.000711071,3.819178082,0.001011921
202,250,450,0.00262914,9.72E-07,0.000683895,3.956164384,0.001421445
203,260,450,0.00274315,1.41E-05,0.001480365,1.706849315,0.009547946
204,270,450,0.00285716,1.85E-05,0.002555762,1.008219178,0.007220523
205,280,450,0.00299033,2.47E-05,0.004042353,0.643835616,0.006105205
206,290,450,0.00313422,3.30E-05,0.005403543,0.482191781,0.006111207
207,300,450,0.0032858,4.38E-05,0.006695076,0.389041096,0.006549356
208,50,475,0.00052853,8.27E-08,8.20E-09,inf,
209,60,475,0.00062694,2.03E-08,3.88E-08,inf,
210,70,475,0.00072645,9.94E-09,1.56E-07,inf,
211,80,475,0.00082699,7.33E-09,5.49E-07,inf,
212,90,475,0.00092851,6.98E-09,1.74E-06,1516.59726,0.004000189
213,100,475,0.00103096,7.80E-09,5.08E-06,532.1068493,0.001536437
214,110,475,0.00113424,9.68E-09,1.37E-05,198.0547945,0.000704185
215,120,475,0.00123816,1.28E-08,3.49E-05,78.30136986,0.000367551
216,130,475,0.00134271,1.77E-08,8.33E-05,32.81917808,0.000212114
217,140,475,0.00144794,2.50E-08,0.00018374,14.89315068,0.000135859
218,150,475,0.0015542,3.58E-08,0.000270515,10.11780822,0.00013216
219,160,475,0.00166154,5.15E-08,0.000381579,7.17260274,0.000135053
220,170,475,0.00176994,7.44E-08,0.000515386,5.309589041,0.000144271
221,180,475,0.00187943,1.07E-07,0.000649913,4.210958904,0.000164628
222,190,475,0.00199007,1.53E-07,0.000747161,3.660273973,0.000204996
223,200,475,0.00210183,2.18E-07,0.000770765,3.547945205,0.000282455
224,210,475,0.00221453,3.07E-07,0.000743133,3.673972603,0.000412705
225,220,475,0.00232804,4.28E-07,0.000702149,3.882191781,0.00060917
226,230,475,0.00244209,6.38E-06,0.000680122,3.715068493,0.009384604
227,240,475,0.0025567,8.78E-06,0.000671992,3.649315068,0.013072834
228,250,475,0.00266363,1.16E-05,0.000650008,3.632876712,0.017865025
229,260,475,0.00278867,1.58E-05,0.002956898,0.884931507,0.005328192
230,270,475,0.00292643,2.15E-05,0.004442353,0.591780822,0.00484511
231,280,475,0.00307299,2.93E-05,0.005875679,0.446575342,0.004978825
232,290,475,0.00322495,3.92E-05,0.007140565,0.367123288,0.005494913
233,300,475,0.0033801,5.17E-05,0.00833642,0.312328767,0.006206113
234,50,500,0.00053594,7.19E-08,3.93E-08,inf,
235,60,500,0.00063614,1.86E-08,1.75E-07,inf,
236,70,500,0.00073746,9.46E-09,6.61E-07,inf,
237,80,500,0.00083977,7.20E-09,2.21E-06,1204.835616,0.003259092
238,90,500,0.00094286,7.03E-09,6.67E-06,406.8547945,0.00105365
239,100,500,0.00104663,8.02E-09,1.85E-05,147.3972603,0.000433076
240,110,500,0.00115103,1.01E-08,4.78E-05,57.19726027,0.000211116
241,120,500,0.00125636,1.35E-08,0.000115424,23.71232877,0.000117182
242,130,500,0.00136278,1.89E-08,0.000255657,10.70958904,7.37E-05
243,140,500,0.00147036,2.69E-08,0.000476045,5.753424658,5.65E-05
244,150,500,0.00157896,3.89E-08,0.000614641,4.457534247,6.33E-05
245,160,500,0.0016887,5.65E-08,0.000732487,3.739726027,7.72E-05
246,170,500,0.00179963,8.21E-08,0.000783994,3.493150685,0.000104757
247,180,500,0.00191159,1.19E-07,0.000771037,3.550684932,0.000154174
248,190,500,0.00202438,1.71E-07,0.000734094,3.726027397,0.000232709
249,200,500,0.00213791,2.43E-07,0.000706388,3.868493151,0.000344392
250,210,500,0.00225187,3.57E-06,0.000694787,3.769863014,0.005132326
251,220,500,0.00236665,5.11E-06,0.000690592,3.720547945,0.007397046
252,230,500,0.00248258,7.16E-06,0.000685655,3.654794521,0.010447311
253,240,500,0.00259127,9.63E-06,0.00182465,1.435616438,0.005279232
254,250,500,0.00271883,1.33E-05,0.003314569,0.8,0.004019392
255,260,500,0.00285942,1.85E-05,0.004813528,0.550684932,0.003853425
256,270,500,0.00300657,2.55E-05,0.006171865,0.430136986,0.004137045
257,280,500,0.00315678,3.45E-05,0.007789921,0.339726027,0.004428237
258,290,500,,,,,
259,300,500,,,,,
260,50,525,0.00054441,6.18E-08,1.73E-07,inf,
261,60,525,0.00064635,1.69E-08,7.23E-07,inf,
262,70,525,0.00074914,9.01E-09,2.59E-06,1027.328767,0.003485833
263,80,525,0.00085274,7.10E-09,8.20E-06,331.7041096,0.000865951
264,90,525,0.00095717,7.10E-09,2.36E-05,115.8986301,0.000301288
265,100,525,0.00106263,8.26E-09,6.26E-05,43.7369863,0.000132071
266,110,525,0.00116907,1.06E-08,0.000153704,17.81369863,6.88E-05
267,120,525,0.00127652,1.44E-08,0.000338392,8.095890411,4.25E-05
268,130,525,0.0013853,2.03E-08,0.000620476,4.416438356,3.27E-05
269,140,525,0.00149562,2.93E-08,0.000778427,3.520547945,3.76E-05
270,150,525,0.00160684,4.28E-08,0.000786608,3.482191781,5.44E-05
271,160,525,0.00171901,6.26E-08,0.000756504,3.619178082,8.28E-05
272,170,525,0.00183196,9.15E-08,0.000725857,3.77260274,0.00012601
273,180,525,0.00194549,1.19E-06,0.000709679,3.805479452,0.001672154
274,190,525,0.00205959,1.83E-06,0.000703696,3.805479452,0.002607659
275,200,525,0.00217479,2.76E-06,0.000698878,3.78630137,0.003948109
276,210,525,0.00229115,4.04E-06,0.000686289,3.791780822,0.005893212
277,220,525,0.00240833,5.78E-06,0.00068127,3.736986301,0.008490853
278,230,525,0.00251761,7.90E-06,0.002086019,1.271232877,0.00378588
279,240,525,0.00264785,1.12E-05,0.003619029,0.736986301,0.003082622
280,250,525,0.00278742,1.57E-05,0.005151674,0.517808219,0.003049226
281,260,525,0.00293084,2.17E-05,0.006954118,0.383561644,0.003124948
282,270,525,0.00307787,2.95E-05,0.009059439,0.295890411,0.003260927
283,280,525,,,,,
284,290,525,,,,,
285,300,525,,,,,
286,50,550,0.00055289,5.35E-08,6.95E-07,2329.065753,0.077004108
287,60,550,0.00065613,1.56E-08,2.74E-06,952.4712329,0.005695133
288,70,550,0.00076051,8.64E-09,9.30E-06,292.1726027,0.000929364
289,80,550,0.00086594,7.02E-09,2.82E-05,97.00821918,0.000249132
290,90,550,0.00097235,7.20E-09,7.77E-05,35.24931507,9.28E-05
291,100,550,0.00107973,8.55E-09,0.000195275,14.02465753,4.38E-05
292,110,550,0.00118819,1.11E-08,0.000426091,6.430136986,2.61E-05
293,120,550,0.00129816,1.54E-08,0.000722463,3.791780822,2.13E-05
294,130,550,0.00140976,2.20E-08,0.000794918,3.446575342,2.77E-05
295,140,550,0.00152232,3.21E-08,0.000732202,3.742465753,4.38E-05
296,150,550,0.00163544,4.72E-08,0.00071133,3.849315068,6.63E-05
297,160,550,0.00174904,5.15E-07,0.000706308,3.854794521,0.000728937
298,170,550,0.00186364,8.50E-07,0.00069932,3.876712329,0.001214946
299,180,550,0.0019792,1.35E-06,0.000696515,3.868493151,0.0019447
300,190,550,0.0020958,2.09E-06,0.000686993,3.882191781,0.003046579
301,200,550,0.0022134,3.14E-06,0.000666185,3.945205479,0.004717046
302,210,550,0.00233136,4.59E-06,0.000665498,3.876712329,0.006891605
303,220,550,0.00244022,6.35E-06,0.002266889,1.180821918,0.002800454
304,230,550,0.0025689,9.08E-06,0.003979384,0.676712329,0.002281045
305,240,550,,,,,
306,250,550,,,,,
307,260,550,,,,,
308,270,550,,,,,
309,280,550,,,,,
310,290,550,,,,,
311,300,550,,,,,
312,50,575,0.00056055,4.73E-08,2.56E-06,918.3835616,0.01849473
313,60,575,0.00066564,1.44E-08,9.60E-06,281.6630137,0.001505525
314,70,575,0.00077185,8.32E-09,3.12E-05,87.59178082,0.000266774
315,80,575,0.00087908,6.97E-09,9.05E-05,30.27123288,7.71E-05
316,90,575,0.00098732,7.33E-09,0.00023466,11.6739726,3.12E-05
317,100,575,0.00109671,8.87E-09,0.000505785,5.416438356,1.75E-05
318,110,575,0.00120787,1.18E-08,0.00078757,3.479452055,1.49E-05
319,120,575,0.00132038,1.65E-08,0.000788195,3.476712329,2.09E-05
320,130,575,0.00143375,1.03E-07,0.000723149,3.78630137,0.000141847
321,140,575,0.00154762,1.92E-07,0.000706909,3.868493151,0.000271524
322,150,575,0.00166265,3.43E-07,0.000700887,3.893150685,0.000489685
323,160,575,0.00177865,5.88E-07,0.000692996,3.926027397,0.0008489
324,170,575,0.00189543,9.70E-07,0.000682199,3.967123288,0.001421186
325,180,575,0.00201293,1.54E-06,0.000670535,4.005479452,0.002299048
326,190,575,0.00213117,2.37E-06,0.000661403,4.01369863,0.003587622
327,200,575,0.00224993,3.54E-06,0.000690711,3.791780822,0.005130182
328,210,575,0.00235562,4.94E-06,0.00254636,1.057534247,0.001940164
329,220,575,0.0024818,7.15E-06,0.004601079,0.589041096,0.001553449
330,230,575,,,,,
331,240,575,,,,,
332,250,575,,,,,
333,260,575,,,,,
334,270,575,,,,,
335,280,575,,,,,
336,290,575,,,,,
337,300,575,,,,,
