,dT,Tf,strainrange,df4,dc20,LTE,ratio_dmgs
200,230,450,0.00231625,2.51E-10,0.000177138,15.46849315,1.42E-06
201,240,450,0.00242507,1.13E-09,0.000693831,3.950684932,1.63E-06
202,250,450,0.00254378,4.78E-09,0.001471985,1.863013699,3.25E-06
203,260,450,0.0026747,1.91E-08,0.002569984,1.068493151,7.42E-06
204,270,450,0.00281654,6.93E-08,0.003679712,0.745205479,1.88E-05
205,280,450,0.00296439,2.19E-07,0.004643156,0.591780822,4.72E-05
206,290,450,0.00311786,6.08E-07,0.005461542,0.501369863,0.00011137
207,300,450,0.00327538,1.48E-06,0.00614295,0.446575342,0.000241515
208,50,475,0.00051352,3.83E-111,3.18E-10,inf,
209,60,475,0.00061049,1.77E-93,3.20E-09,inf,
210,70,475,0.00070813,1.30E-71,2.40E-08,inf,
211,80,475,0.00080633,4.09E-62,1.44E-07,inf,
212,90,475,0.00090506,1.84E-54,7.14E-07,inf,
213,100,475,0.00100423,3.47E-48,3.09E-06,886.6356164,1.12E-42
214,110,475,0.00110388,5.91E-43,1.17E-05,234.6849315,5.07E-38
215,120,475,0.00120399,1.54E-38,3.88E-05,70.66849315,3.96E-34
216,130,475,0.00130457,8.94E-35,7.20E-05,38.04383562,1.24E-30
217,140,475,0.00140561,1.55E-31,0.000108598,25.23013699,1.43E-27
218,150,475,0.0015071,1.00E-28,0.000156836,17.47123288,6.40E-25
219,160,475,0.0016091,2.86E-26,0.00021195,12.92876712,1.35E-22
220,170,475,0.00171169,4.11E-24,0.000259391,10.56438356,1.58E-20
221,180,475,0.0018149,9.54E-15,0.000277115,9.887671233,3.44E-11
222,190,475,0.00191866,1.37E-13,0.000253098,10.82739726,5.42E-10
223,200,475,0.00202281,1.42E-12,0.000204135,13.42191781,6.96E-09
224,210,475,0.00212719,1.11E-11,0.000153769,17.81917808,7.22E-08
225,220,475,0.00223163,6.78E-11,7.73E-05,35.43561644,8.77E-07
226,230,475,0.00234223,3.66E-10,0.00060596,4.523287671,6.04E-07
227,240,475,0.00246402,1.86E-09,0.001273335,2.153424658,1.46E-06
228,250,475,0.00259871,8.76E-09,0.002161342,1.268493151,4.05E-06
229,260,475,0.0027424,3.62E-08,0.002947783,0.931506849,1.23E-05
230,270,475,0.00289113,1.27E-07,0.003672289,0.747945205,3.45E-05
231,280,475,0.00304517,3.83E-07,0.004277943,0.64109589,8.95E-05
232,290,475,0.00320183,2.38E-05,0.004762224,0.550684932,0.004994607
233,300,475,0.00336069,3.50E-05,0.005188613,0.498630137,0.006741829
234,50,500,0.00051781,1.06E-98,2.07E-09,inf,
235,60,500,0.00061557,5.59E-83,1.85E-08,inf,
236,70,500,0.00071399,5.55E-71,1.25E-07,inf,
237,80,500,0.00081298,1.51E-61,6.85E-07,inf,
238,90,500,0.00091249,6.00E-54,3.15E-06,870.4219178,1.90E-48
239,100,500,0.00101248,1.03E-47,1.24E-05,220.2794521,8.24E-43
240,110,500,0.00111297,1.60E-42,4.20E-05,65.20547945,3.81E-38
241,120,500,0.00121403,3.89E-38,0.000117941,23.23013699,3.30E-34
242,130,500,0.00131555,2.13E-34,0.000185106,14.80273973,1.15E-30
243,140,500,0.00141763,3.51E-31,0.000232091,11.80547945,1.51E-27
244,150,500,0.00152034,4.33E-19,0.000257638,10.63561644,1.68E-15
245,160,500,0.00162366,2.35E-17,0.000246105,11.13424658,9.53E-14
246,170,500,0.00172745,7.44E-16,0.000204233,13.41643836,3.64E-12
247,180,500,0.00183154,1.50E-14,0.000158367,17.30136986,9.47E-11
248,190,500,0.00193586,2.06E-13,0.000118073,23.20547945,1.75E-09
249,200,500,0.00204025,2.04E-12,9.17E-05,29.8739726,2.23E-08
250,210,500,0.00214487,1.53E-11,3.28E-05,83.47945205,4.67E-07
251,220,500,0.00225771,1.03E-10,0.000494073,5.545205479,2.08E-07
252,230,500,0.00238233,6.41E-10,0.001049097,2.61369863,6.11E-07
253,240,500,0.00251985,3.63E-09,0.001720528,1.594520548,2.11E-06
254,250,500,0.00266414,1.72E-08,0.00231119,1.18630137,7.43E-06
255,260,500,0.00281327,6.74E-08,0.002843382,0.964383562,2.37E-05
256,270,500,0.00296724,1.17E-05,0.003300532,0.805479452,0.003552066
257,280,500,0.00312241,1.91E-05,0.003688819,0.712328767,0.005178782
258,290,500,0.00328111,2.91E-05,0.004046372,0.638356164,0.007184717
259,300,500,0.00344264,4.17E-05,0.004397815,0.575342466,0.009475127
260,50,525,0.00052173,5.62E-98,1.19E-08,inf,
261,60,525,0.00062025,2.47E-82,9.58E-08,inf,
262,70,525,0.00071943,2.10E-70,5.91E-07,inf,
263,80,525,0.00081919,5.05E-61,2.96E-06,926.4630137,1.71E-55
264,90,525,0.00091945,1.79E-53,1.24E-05,221.4356164,1.45E-48
265,100,525,0.00102017,2.77E-47,4.26E-05,64.38082192,6.51E-43
266,110,525,0.00112155,4.04E-42,0.000119989,22.83561644,3.37E-38
267,120,525,0.00122393,9.58E-38,0.000224269,12.21643836,4.27E-34
268,130,525,0.00132679,3.61E-23,0.000231995,11.8109589,1.56E-19
269,140,525,0.00143011,7.72E-21,0.000200591,13.66027397,3.85E-17
270,150,525,0.00153384,7.56E-19,0.000158165,17.32328767,4.78E-15
271,160,525,0.00163784,3.88E-17,0.000120133,22.80821918,3.23E-13
272,170,525,0.00174204,1.16E-15,9.26E-05,29.58630137,1.26E-11
273,180,525,0.00184641,2.23E-14,7.43E-05,36.89041096,3.00E-10
274,190,525,0.00195109,2.94E-13,6.10E-05,44.93424658,4.82E-09
275,200,525,0.00205633,2.83E-12,1.84E-05,148.8876712,1.54E-07
276,210,525,0.00217081,2.43E-11,0.000378511,7.238356164,6.42E-08
277,220,525,0.00229778,1.91E-10,0.000831058,3.298630137,2.30E-07
278,230,525,0.00243671,1.31E-09,0.001322744,2.071232877,9.94E-07
279,240,525,0.00258047,2.20E-06,0.00177588,1.526027397,0.001236718
280,250,525,0.00272974,4.59E-06,0.00219467,1.22739726,0.002093385
281,260,525,0.00288227,8.63E-06,0.002553185,1.043835616,0.003381348
282,270,525,0.00303634,1.47E-05,0.002901297,0.904109589,0.00507539
283,280,525,0.00319429,2.33E-05,0.00326334,0.789041096,0.007144344
284,290,525,0.00335459,3.45E-05,0.003672571,0.690410959,0.009395863
285,300,525,,,,,
286,50,550,0.00052565,2.93E-97,6.23E-08,inf,
287,60,550,0.00062491,1.06E-81,4.52E-07,inf,
288,70,550,0.00072478,7.66E-70,2.53E-06,1082.254795,3.03E-64
289,80,550,0.00082517,1.59E-60,1.14E-05,240.1890411,1.39E-55
290,90,550,0.00092614,5.04E-53,4.00E-05,68.54794521,1.26E-48
291,100,550,0.00102784,9.09E-33,0.000109406,25.04383562,8.31E-29
292,110,550,0.00113069,7.23E-29,0.000172803,15.85479452,4.18E-25
293,120,550,0.00123453,1.31E-25,0.000153104,17.89589041,8.53E-22
294,130,550,0.00133827,6.85E-23,0.00011574,23.6739726,5.92E-19
295,140,550,0.00144212,1.36E-20,8.93E-05,30.66849315,1.53E-16
296,150,550,0.0015462,1.25E-18,7.14E-05,38.35342466,1.74E-14
297,160,550,0.00165056,6.03E-17,5.95E-05,46.03561644,1.01E-12
298,170,550,0.0017554,1.74E-15,5.01E-05,54.6739726,3.47E-11
299,180,550,0.00186078,3.24E-14,4.27E-05,64.19178082,7.60E-10
300,190,550,0.0019665,4.17E-13,7.30E-06,375.490411,5.72E-08
301,200,550,0.0020819,4.70E-12,0.000281106,9.747945205,1.67E-08
302,210,550,0.0022102,4.76E-11,0.000635384,4.312328767,7.50E-08
303,220,550,0.00234916,5.17E-07,0.001009193,2.704109589,0.000512383
304,230,550,0.00249215,1.33E-06,0.001372289,1.980821918,0.000966971
305,240,550,0.00264125,3.01E-06,0.001732774,1.55890411,0.001739506
306,250,550,0.00279197,6.02E-06,0.002066708,1.293150685,0.002914989
307,260,550,,,,,
308,270,550,,,,,
309,280,550,,,,,
310,290,550,,,,,
311,300,550,,,,,
312,50,575,0.00052938,1.38E-96,2.95E-07,inf,
313,60,575,0.00062925,4.08E-81,1.93E-06,1421.632877,2.12E-75
314,70,575,0.00072975,2.51E-69,9.62E-06,284.9287671,2.61E-64
315,80,575,0.0008309,6.13E-43,3.52E-05,77.72876712,1.74E-38
316,90,575,0.00093295,3.86E-37,9.19E-05,29.82465753,4.21E-33
317,100,575,0.00103622,2.02E-32,0.000122728,22.3260274,1.65E-28
318,110,575,0.00114022,1.53E-28,9.69E-05,28.26849315,1.58E-24
319,120,575,0.00124427,2.47E-25,7.03E-05,38.94794521,3.51E-21
320,130,575,0.00134836,1.19E-22,5.58E-05,49.05753425,2.13E-18
321,140,575,0.00145279,2.24E-20,4.68E-05,58.59178082,4.79E-16
322,150,575,0.00155779,1.97E-18,3.98E-05,68.82465753,4.96E-14
323,160,575,0.00166338,9.35E-17,3.45E-05,79.49863014,2.71E-12
324,170,575,0.0017695,2.63E-15,3.10E-05,88.31780822,8.49E-11
325,180,575,0.00187551,4.73E-14,3.83E-06,715.7287671,1.24E-08
326,190,575,0.00199082,1.92E-08,0.000212379,12.89041096,9.06E-05
327,200,575,0.00211897,7.50E-08,0.00049408,5.539726027,0.000151747
328,210,575,0.00225922,2.60E-07,0.0011106,2.463013699,0.000234348
329,220,575,0.00239947,7.35E-07,0.001129693,2.41369863,0.000650221
330,230,575,,,,,
331,240,575,,,,,
332,250,575,,,,,
333,260,575,,,,,
334,270,575,,,,,
335,280,575,,,,,
336,290,575,,,,,
337,300,575,,,,,
