,dT,Tf,strainrange,df4,dc20,LTE,ratio_dmgs
178,270,425,0.00272193,3.00E-08,0.002347417,1.167123288,1.28E-05
179,280,425,0.0028547,9.50E-08,0.003267076,0.84109589,2.91E-05
180,290,425,0.00299513,2.73E-07,0.004074196,0.673972603,6.69E-05
181,300,425,0.00314113,7.00E-07,0.004707208,0.583561644,0.000148781
182,50,450,0.00051234,2.16E-111,4.83E-11,inf,
183,60,450,0.00060742,5.81E-94,5.38E-10,inf,
184,70,450,0.00070312,1.34E-80,4.43E-09,inf,
185,80,450,0.00079936,4.75E-70,2.89E-08,inf,
186,90,450,0.00089609,4.29E-55,1.56E-07,inf,
187,100,450,0.00099329,8.05E-49,7.22E-07,inf,
188,110,450,0.00109093,1.39E-43,2.93E-06,933.5342466,4.74E-38
189,120,450,0.00118903,3.74E-39,1.06E-05,258.5917808,3.53E-34
190,130,450,0.00128753,2.26E-35,2.27E-05,120.4767123,9.95E-31
191,140,450,0.00138648,4.12E-32,3.64E-05,75.24109589,1.13E-27
192,150,450,0.00148587,2.79E-29,5.72E-05,47.89041096,4.88E-25
193,160,450,0.00158572,8.36E-27,8.73E-05,31.38356164,9.58E-23
194,170,450,0.00168599,1.26E-24,0.000126944,21.58356164,9.91E-21
195,180,450,0.00178673,1.06E-22,0.000171172,16.00821918,6.18E-19
196,190,450,0.00188803,5.43E-21,0.000206291,13.28219178,2.63E-17
197,200,450,0.00198994,7.02E-13,0.000214228,12.7890411,3.28E-09
198,210,450,0.00209249,5.77E-12,0.000186936,14.65753425,3.09E-08
199,220,450,0.00219544,3.72E-11,0.000146118,18.75068493,2.54E-07
200,230,450,0.00229869,1.94E-10,0.000109026,25.12876712,1.77E-06
201,240,450,0.00240589,8.80E-10,0.000670217,4.090410959,1.31E-06
202,250,450,0.00252167,3.71E-09,0.001294583,2.117808219,2.87E-06
203,260,450,0.00264813,1.46E-08,0.002032848,1.347945205,7.20E-06
204,270,450,0.00278386,5.24E-08,0.00272084,1.008219178,1.93E-05
205,280,450,0.00292612,1.66E-07,0.003294171,0.832876712,5.03E-05
206,290,450,0.00307341,4.60E-07,0.003760379,0.728767123,0.000122381
207,300,450,0.00322563,1.14E-06,0.004124403,0.663013699,0.000275641
208,50,475,0.00051732,2.40E-110,3.60E-10,inf,
209,60,475,0.00061314,4.61E-93,3.52E-09,inf,
210,70,475,0.00070959,1.87E-71,2.59E-08,inf,
211,80,475,0.00080659,4.30E-62,1.53E-07,inf,
212,90,475,0.00090409,1.57E-54,7.56E-07,inf,
213,100,475,0.00100206,2.61E-48,3.23E-06,849.2027397,8.07E-43
214,110,475,0.0011005,4.07E-43,1.21E-05,226.2657534,3.36E-38
215,120,475,0.0011994,9.99E-39,3.99E-05,68.58356164,2.50E-34
216,130,475,0.00129878,5.63E-35,7.38E-05,37.14520548,7.63E-31
217,140,475,0.0013986,9.60E-32,0.000108909,25.15616438,8.81E-28
218,150,475,0.00149888,6.14E-29,0.000151262,18.11506849,4.06E-25
219,160,475,0.00159969,1.75E-26,0.00019109,14.33972603,9.16E-23
220,170,475,0.00170111,2.54E-24,0.00021127,12.96986301,1.20E-20
221,180,475,0.00180316,6.89E-15,0.00019888,13.77808219,3.47E-11
222,190,475,0.00190576,1.00E-13,0.000161109,17.00547945,6.23E-10
223,200,475,0.00200868,1.05E-12,0.000122256,22.4109589,8.61E-09
224,210,475,0.0021119,8.35E-12,9.04E-05,30.30410959,9.23E-08
225,220,475,0.0022152,5.18E-11,6.22E-05,44.01917808,8.32E-07
226,230,475,0.00232401,2.82E-10,0.000599407,4.57260274,4.70E-07
227,240,475,0.0024427,1.42E-09,0.001107297,2.476712329,1.28E-06
228,250,475,0.00257225,6.57E-09,0.00166992,1.64109589,3.94E-06
229,260,475,0.00270987,2.68E-08,0.002180525,1.257534247,1.23E-05
230,270,475,0.00285302,9.37E-08,0.002605281,1.052054795,3.60E-05
231,280,475,0.00300138,2.85E-07,0.002959295,0.926027397,9.62E-05
232,290,475,0.00315446,2.09E-05,0.003251682,0.797260274,0.00643316
233,300,475,0.00331152,3.13E-05,0.003497403,0.726027397,0.008938017
234,50,500,0.00052163,5.39E-98,2.33E-09,inf,
235,60,500,0.00061823,1.30E-82,2.03E-08,inf,
236,70,500,0.00071546,7.97E-71,1.35E-07,inf,
237,80,500,0.00081324,1.59E-61,7.27E-07,inf,
238,90,500,0.00091153,5.15E-54,3.31E-06,828.8465753,1.56E-48
239,100,500,0.00101031,7.72E-48,1.30E-05,211.5452055,5.96E-43
240,110,500,0.00110957,1.11E-42,4.34E-05,63.19178082,2.55E-38
241,120,500,0.00120939,2.54E-38,0.000115115,23.8,2.20E-34
242,130,500,0.00130973,1.35E-34,0.000173542,15.7890411,7.76E-31
243,140,500,0.00141066,2.19E-31,0.000202493,13.53150685,1.08E-27
244,150,500,0.00151225,3.08E-19,0.00020364,13.45479452,1.51E-15
245,160,500,0.00161442,1.68E-17,0.000175393,15.62191781,9.58E-14
246,170,500,0.00171705,5.38E-16,0.00013605,20.13972603,3.95E-12
247,180,500,0.00181999,1.10E-14,0.00010114,27.09041096,1.08E-10
248,190,500,0.00192314,1.53E-13,7.62E-05,35.9369863,2.00E-09
249,200,500,0.00202663,1.54E-12,5.88E-05,46.60547945,2.62E-08
250,210,500,0.00212998,1.17E-11,3.24E-05,84.66575342,3.61E-07
251,220,500,0.00224052,7.83E-11,0.000497288,5.509589041,1.57E-07
252,230,500,0.00236197,4.84E-10,0.000893725,3.065753425,5.41E-07
253,240,500,0.00249349,2.66E-09,0.001326314,2.065753425,2.01E-06
254,250,500,0.0026322,1.24E-08,0.001713155,1.6,7.26E-06
255,260,500,0.00277588,4.88E-08,0.002037718,1.345205479,2.40E-05
256,270,500,0.00292484,1.01E-05,0.002310716,1.142465753,0.004371391
257,280,500,0.00307831,1.68E-05,0.002558043,1.01369863,0.006555945
258,290,500,0.00323578,2.60E-05,0.002795265,0.906849315,0.009292454
259,300,500,0.00339654,3.78E-05,0.003035365,0.81369863,0.01246421
260,50,525,0.00052554,2.80E-97,1.34E-08,inf,
261,60,525,0.0006229,5.68E-82,1.05E-07,inf,
262,70,525,0.00072088,2.99E-70,6.33E-07,inf,
263,80,525,0.00081943,5.29E-61,3.13E-06,875.6849315,1.69E-55
264,90,525,0.00091844,1.53E-53,1.29E-05,211.6684932,1.18E-48
265,100,525,0.00101793,2.08E-47,4.40E-05,62.29589041,4.72E-43
266,110,525,0.00111808,2.78E-42,0.000111168,24.64657534,2.50E-38
267,120,525,0.00121924,6.26E-38,0.000189049,14.49315068,3.31E-34
268,130,525,0.00132105,2.61E-23,0.000179654,15.25205479,1.45E-19
269,140,525,0.00142332,5.57E-21,0.000145843,18.78630137,3.82E-17
270,150,525,0.001526,5.48E-19,0.000110753,24.73972603,4.94E-15
271,160,525,0.00162892,2.83E-17,8.33E-05,32.87123288,3.39E-13
272,170,525,0.00173206,8.58E-16,6.42E-05,42.64931507,1.33E-11
273,180,525,0.00183523,1.66E-14,5.22E-05,52.44109589,3.17E-10
274,190,525,0.00193894,2.22E-13,4.16E-05,65.8,5.32E-09
275,200,525,0.00204273,2.15E-12,1.29E-05,211.9616438,1.66E-07
276,210,525,0.00215475,1.83E-11,0.000385106,7.115068493,4.75E-08
277,220,525,0.00227805,1.41E-10,0.000694203,3.947945205,2.04E-07
278,230,525,0.00241067,9.37E-10,0.00102872,2.665753425,9.11E-07
279,240,525,0.00254971,1.85E-06,0.001331984,2.032876712,0.001392017
280,250,525,0.00269378,3.89E-06,0.001592399,1.684931507,0.002444001
281,260,525,0.00284305,7.42E-06,0.001832213,1.443835616,0.004048904
282,270,525,0.00299661,1.29E-05,0.002072474,1.252054795,0.006245952
283,280,525,0.00315394,2.09E-05,0.002334062,1.087671233,0.008949352
284,290,525,,,,,
285,300,525,,,,,
286,50,550,0.00052947,1.44E-96,6.95E-08,inf,
287,60,550,0.00062754,2.41E-81,4.91E-07,inf,
288,70,550,0.0007262,1.08E-69,2.71E-06,1012.838356,3.98E-64
289,80,550,0.00082537,1.65E-60,1.20E-05,228.0767123,1.37E-55
290,90,550,0.00092509,4.29E-53,4.17E-05,65.75616438,1.03E-48
291,100,550,0.00102561,7.33E-33,0.000102332,26.77534247,7.16E-29
292,110,550,0.00112726,5.51E-29,0.000141838,19.31780822,3.88E-25
293,120,550,0.00122989,9.61E-26,0.00011542,23.73972603,8.33E-22
294,130,550,0.00133273,5.04E-23,8.54E-05,32.08493151,5.90E-19
295,140,550,0.00143568,1.01E-20,6.68E-05,40.99726027,1.51E-16
296,150,550,0.00153892,9.29E-19,5.33E-05,51.39452055,1.74E-14
297,160,550,0.00164199,4.48E-17,4.41E-05,62.1369863,1.02E-12
298,170,550,0.00174563,1.30E-15,3.60E-05,76.11780822,3.60E-11
299,180,550,0.00184975,2.43E-14,2.98E-05,91.82191781,8.15E-10
300,190,550,0.00195427,3.16E-13,1.10E-05,250.1287671,2.88E-08
301,200,550,0.00206722,3.52E-12,0.000286569,9.561643836,1.23E-08
302,210,550,0.00219128,3.46E-11,0.000527048,5.2,6.57E-08
303,220,550,0.00232439,4.31E-07,0.000794497,3.432876712,0.000542955
304,230,550,0.00246336,1.11E-06,0.001046853,2.594520548,0.00106253
305,240,550,0.00260765,2.54E-06,0.001285983,2.095890411,0.001973243
306,250,550,0.00275696,5.19E-06,0.001539616,1.728767123,0.003367835
307,260,550,0.00291057,9.59E-06,0.001835419,1.42739726,0.005225668
308,270,550,,,,,
309,280,550,,,,,
310,290,550,,,,,
311,300,550,,,,,
312,50,575,0.0005332,6.65E-96,3.27E-07,inf,
313,60,575,0.00063188,9.13E-81,2.09E-06,1311.564384,4.37E-75
314,70,575,0.00073132,3.64E-69,1.02E-05,269.5068493,3.58E-64
315,80,575,0.00083113,6.34E-43,3.67E-05,74.63287671,1.73E-38
316,90,575,0.00093199,3.45E-37,8.52E-05,32.17534247,4.05E-33
317,100,575,0.0010342,1.67E-32,9.95E-05,27.54246575,1.68E-28
318,110,575,0.00113701,1.19E-28,7.49E-05,36.55890411,1.59E-24
319,120,575,0.00124006,1.88E-25,5.56E-05,49.26849315,3.37E-21
320,130,575,0.00134324,9.01E-23,4.47E-05,61.35068493,2.02E-18
321,140,575,0.00144668,1.69E-20,3.65E-05,75.09315068,4.62E-16
322,150,575,0.00155053,1.48E-18,3.01E-05,91.06849315,4.92E-14
323,160,575,0.00165481,6.98E-17,2.52E-05,108.7178082,2.77E-12
324,170,575,0.00175956,1.97E-15,2.23E-05,123.0520548,8.83E-11
325,180,575,0.00186455,3.57E-14,6.84E-06,400.7452055,5.23E-09
326,190,575,0.00197724,1.64E-08,0.000221016,12.3890411,7.43E-05
327,200,575,0.00210161,6.32E-08,0.000409345,6.684931507,0.000154406
328,210,575,0.002237505,2.18E-07,0.001068977,2.55890411,0.000203766
329,220,575,0.0023734,6.14E-07,0.00089385,3.046575342,0.000687021
330,230,575,,,,,
331,240,575,,,,,
332,250,575,,,,,
333,260,575,,,,,
334,270,575,,,,,
335,280,575,,,,,
336,290,575,,,,,
337,300,575,,,,,
