,dT,Tf,strainrange,df4,dc20,LTE,ratio_dmgs
85,120,350,0.00114576,9.96E-09,2.28E-08,inf,
86,130,350,0.00124272,1.30E-08,7.01E-08,inf,
87,140,350,0.00134043,1.75E-08,2.02E-07,inf,
88,150,350,0.001439,2.42E-08,5.50E-07,inf,
89,160,350,0.00153883,3.39E-08,9.79E-07,2132.945205,0.034654161
90,170,350,0.00163963,4.78E-08,1.65E-06,1318.232877,0.029025718
91,180,350,0.00174093,6.74E-08,2.75E-06,817.139726,0.024560245
92,190,350,0.00184279,9.48E-08,4.53E-06,509.4027397,0.020952265
93,200,350,0.00194534,1.33E-07,7.37E-06,319.939726,0.017999432
94,210,350,0.00204865,1.84E-07,1.18E-05,202.8136986,0.015564854
95,220,350,0.00215278,2.55E-07,1.88E-05,129.939726,0.013545646
96,230,350,0.00225774,3.49E-07,2.95E-05,84.06575342,0.011836384
97,240,350,0.00236344,4.73E-07,4.57E-05,54.8739726,0.010362256
98,250,350,0.00246978,6.37E-07,7.01E-05,36.13424658,0.009080478
99,260,350,0.00257638,8.47E-07,0.000106548,23.99726027,0.007951666
100,270,350,0.00268364,1.12E-06,0.000159981,16.11506849,0.006984498
101,280,350,0.00279159,1.46E-06,0.000234432,11.06849315,0.006229506
102,290,350,0.00290056,1.89E-06,0.000344128,7.58630137,0.005501507
103,300,350,0.00301067,2.44E-06,0.000484196,5.41369863,0.005029607
104,50,375,0.00049483,3.49E-08,4.67E-12,inf,
105,60,375,0.0005875,3.21E-08,3.08E-11,inf,
106,70,375,0.00068127,1.29E-08,1.67E-10,inf,
107,80,375,0.00077603,8.22E-09,7.70E-10,inf,
108,90,375,0.0008716,7.00E-09,3.13E-09,inf,
109,100,375,0.00096783,7.17E-09,1.15E-08,inf,
110,110,375,0.00106482,8.30E-09,3.83E-08,inf,
111,120,375,0.00116264,1.04E-08,1.19E-07,inf,
112,130,375,0.00126154,1.37E-08,3.44E-07,inf,
113,140,375,0.00136154,1.88E-08,9.42E-07,2466.586301,0.01994002
114,150,375,0.00146216,2.62E-08,2.32E-06,1071.361644,0.011277143
115,160,375,0.0015633,3.69E-08,3.83E-06,658.6630137,0.009634148
116,170,375,0.00166513,5.22E-08,6.24E-06,408.3342466,0.008359958
117,180,375,0.00176767,7.38E-08,1.01E-05,255.4438356,0.007334046
118,190,375,0.0018711,1.04E-07,1.60E-05,161.9369863,0.006513856
119,200,375,0.00197536,1.46E-07,2.51E-05,103.690411,0.005819665
120,210,375,0.00208046,2.04E-07,3.87E-05,67.57260274,0.005262637
121,220,375,0.00218624,2.82E-07,6.00E-05,43.79726027,0.004694029
122,230,375,0.00229247,3.86E-07,9.14E-05,28.89315068,0.004224459
123,240,375,0.00239923,5.24E-07,0.00013785,19.21917808,0.003797875
124,250,375,0.00250654,7.03E-07,0.000205197,12.95342466,0.003427672
125,260,375,0.00261483,9.37E-07,0.000299973,8.884931507,0.003122877
126,270,375,0.00272424,1.24E-06,0.000427111,6.252054795,0.00289692
127,280,375,0.00283473,1.62E-06,0.000583138,4.58630137,0.002778918
128,290,375,0.0029465,2.11E-06,0.000745928,3.583561644,0.002822773
129,300,375,0.00305335,2.68E-06,0.001215325,2.210958904,0.002203215
130,50,400,0.00050179,1.45E-07,3.61E-11,inf,
131,60,400,0.0005962,2.87E-08,2.18E-10,inf,
132,70,400,0.00069147,1.21E-08,1.08E-09,inf,
133,80,400,0.00078757,7.96E-09,4.64E-09,inf,
134,90,400,0.00088456,6.96E-09,1.76E-08,inf,
135,100,400,0.00098248,7.28E-09,6.02E-08,inf,
136,110,400,0.00108163,8.59E-09,1.90E-07,inf,
137,120,400,0.00118153,1.09E-08,5.59E-07,inf,
138,130,400,0.00128194,1.46E-08,1.54E-06,1640.10411,0.009494607
139,140,400,0.00138296,2.01E-08,4.01E-06,654.2630137,0.005025147
140,150,400,0.00148479,2.83E-08,8.64E-06,308.1506849,0.003271332
141,160,400,0.00158747,4.00E-08,1.37E-05,194.3178082,0.00291444
142,170,400,0.00169105,5.70E-08,2.16E-05,123.8547945,0.002636405
143,180,400,0.00179549,8.10E-08,3.36E-05,79.82465753,0.002411215
144,190,400,0.00190069,1.15E-07,5.17E-05,51.91780822,0.002217153
145,200,400,0.0020065,1.61E-07,7.89E-05,34.10684932,0.002046241
146,210,400,0.00211266,2.25E-07,0.000119288,22.58630137,0.001887152
147,220,400,0.00221944,3.11E-07,0.000178034,15.15068493,0.001748103
148,230,400,0.00232704,4.26E-07,0.000262055,10.30410959,0.001627521
149,240,400,0.00243576,5.80E-07,0.000376457,7.180821918,0.001539688
150,250,400,0.00254554,7.81E-07,0.000521996,5.180821918,0.00149587
151,260,400,0.00265656,1.04E-06,0.000684224,3.950684932,0.001524414
152,270,400,0.00276871,1.38E-06,0.000827302,3.263013699,0.001669361
153,280,400,0.00288209,1.81E-06,0.000893655,3.010958904,0.002028827
154,290,400,0.00299025,2.33E-06,0.001644381,1.646575342,0.001414527
155,300,400,0.00311603,3.07E-06,0.003047713,0.893150685,0.001007154
156,50,425,0.00050947,1.22E-07,2.44E-10,inf,
157,60,425,0.00060523,2.58E-08,1.35E-09,inf,
158,70,425,0.0007021,1.13E-08,6.23E-09,inf,
159,80,425,0.00080011,7.72E-09,2.49E-08,inf,
160,90,425,0.00089917,6.94E-09,8.87E-08,inf,
161,100,425,0.00099878,7.43E-09,2.87E-07,inf,
162,110,425,0.001099,8.92E-09,8.58E-07,inf,
163,120,425,0.00120003,1.15E-08,2.39E-06,1099.353425,0.00481399
164,130,425,0.00130197,1.55E-08,6.27E-06,427.7342466,0.002480728
165,140,425,0.00140482,2.16E-08,1.56E-05,173.6328767,0.001387948
166,150,425,0.00150856,3.06E-08,2.93E-05,92.6109589,0.001044688
167,160,425,0.00161312,4.37E-08,4.51E-05,60.2109589,0.00096873
168,170,425,0.00171833,6.25E-08,6.88E-05,39.49315068,0.00090804
169,180,425,0.00182404,8.91E-08,0.000104025,26.1369863,0.000856429
170,190,425,0.00193028,1.26E-07,0.000154607,17.59178082,0.000817091
171,200,425,0.0020372,1.78E-07,0.000229879,11.83835616,0.000773858
172,210,425,0.00214521,2.49E-07,0.000332532,8.18630137,0.000748092
173,220,425,0.00225428,3.45E-07,0.000466782,5.832876712,0.000739278
174,230,425,0.00236454,4.75E-07,0.000624474,4.35890411,0.000760206
175,240,425,0.00247601,6.47E-07,0.000770535,3.531506849,0.000840228
176,250,425,0.00258867,8.75E-07,0.000866275,3.134246575,0.001010093
177,260,425,0.00270226,1.17E-06,0.000885041,3.060273973,0.001323205
178,270,425,0.00281674,1.55E-06,0.000844788,3.191780822,0.001837165
179,280,425,0.00292627,2.15E-05,0.002120705,1.18630137,0.010145771
180,290,425,0.00305706,2.83E-05,0.003679678,0.698630137,0.007698371
181,300,425,0.00320096,3.75E-05,0.005371209,0.482191781,0.006985024
182,50,450,0.00051724,1.04E-07,1.45E-09,inf,
183,60,450,0.00061499,2.31E-08,7.45E-09,inf,
184,70,450,0.00071355,1.06E-08,3.21E-08,inf,
185,80,450,0.00081285,7.51E-09,1.20E-07,inf,
186,90,450,0.00091301,6.94E-09,4.04E-07,inf,
187,100,450,0.00101412,7.60E-09,1.24E-06,2096.964384,0.006136145
188,110,450,0.00111617,9.27E-09,3.52E-06,760.9972603,0.002636158
189,120,450,0.00121913,1.21E-08,9.35E-06,289.569863,0.001297382
190,130,450,0.00132297,1.66E-08,2.35E-05,116.0136986,0.000707384
191,140,450,0.00142755,2.33E-08,5.58E-05,48.90410959,0.000417848
192,150,450,0.00153274,3.32E-08,9.19E-05,29.73150685,0.000361828
193,160,450,0.00163839,4.76E-08,0.000137547,19.85753425,0.000346273
194,170,450,0.00174466,6.83E-08,0.000203325,13.43561644,0.000335881
195,180,450,0.00185196,9.77E-08,0.000295584,9.243835616,0.000330637
196,190,450,0.00196031,1.39E-07,0.000418441,6.528767123,0.000332697
197,200,450,0.00206982,1.97E-07,0.000564687,4.838356164,0.000349005
198,210,450,0.00218048,2.77E-07,0.000725038,3.767123288,0.000381891
199,220,450,0.00229238,3.86E-07,0.000839608,3.252054795,0.000459517
200,230,450,0.0024053,5.33E-07,0.000883788,3.084931507,0.000602537
201,240,450,0.00251914,7.28E-07,0.000855921,3.178082192,0.000850103
202,250,450,0.00263369,9.84E-07,0.000811451,3.342465753,0.001212141
203,260,450,0.00274437,1.42E-05,0.000629376,3.621917808,0.022524116
204,270,450,0.00286082,1.86E-05,0.002604162,0.989041096,0.007145243
205,280,450,0.00299657,2.50E-05,0.004295647,0.608219178,0.005820998
206,290,450,0.00314455,3.37E-05,0.005985413,0.438356164,0.005628861
207,300,450,0.00329986,4.50E-05,0.007535981,0.345205479,0.005966911
208,50,475,0.00052508,8.84E-08,7.70E-09,inf,
209,60,475,0.00062394,2.10E-08,3.68E-08,inf,
210,70,475,0.00072392,1.01E-08,1.49E-07,inf,
211,80,475,0.00082495,7.35E-09,5.26E-07,inf,
212,90,475,0.00092697,6.97E-09,1.68E-06,1574.586301,0.004156132
213,100,475,0.00102992,7.79E-09,4.90E-06,551.5232877,0.001590514
214,110,475,0.00113372,9.67E-09,1.33E-05,204.9424658,0.000727901
215,120,475,0.00123817,1.28E-08,3.37E-05,80.90684932,0.000379834
216,130,475,0.0013432,1.77E-08,8.07E-05,33.86849315,0.000219258
217,140,475,0.00144883,2.50E-08,0.00017739,15.42739726,0.000141141
218,150,475,0.00155532,3.59E-08,0.000265604,10.30410959,0.000135118
219,160,475,0.0016629,5.18E-08,0.000377954,7.24109589,0.00013698
220,170,475,0.0017716,7.48E-08,0.000516235,5.301369863,0.000144838
221,180,475,0.00188144,1.08E-07,0.000675335,4.052054795,0.00015948
222,190,475,0.00199245,1.54E-07,0.000812183,3.369863014,0.000190025
223,200,475,0.00210462,2.20E-07,0.000877113,3.117808219,0.000250359
224,210,475,0.00221774,3.10E-07,0.000866715,3.153424658,0.000357266
225,220,475,0.00233163,4.32E-07,0.000818685,3.331506849,0.000527872
226,230,475,0.00244589,6.45E-06,0.000790059,3.232876712,0.008167674
227,240,475,0.00256072,8.88E-06,0.000775895,3.202739726,0.011445289
228,250,475,0.00267232,1.19E-05,0.000563364,4.090410959,0.021069444
229,260,475,0.00279214,1.59E-05,0.003108878,0.843835616,0.005109235
230,270,475,0.00293302,2.18E-05,0.004821351,0.547945205,0.004528692
231,280,475,0.00308376,2.99E-05,0.006480944,0.408219178,0.004612411
232,290,475,0.00324068,4.04E-05,0.008061169,0.326027397,0.005010931
233,300,475,0.00339999,5.35E-05,0.009467122,0.276712329,0.005653216
234,50,500,0.00053249,7.66E-08,3.70E-08,inf,
235,60,500,0.00063316,1.91E-08,1.66E-07,inf,
236,70,500,0.00073496,9.56E-09,6.32E-07,inf,
237,80,500,0.00083777,7.22E-09,2.12E-06,1252.70411,0.003401485
238,90,500,0.00094139,7.02E-09,6.43E-06,421.9342466,0.001092075
239,100,500,0.00104569,8.01E-09,1.79E-05,152.5013699,0.000447371
240,110,500,0.00115053,1.01E-08,4.63E-05,59.08219178,0.00021781
241,120,500,0.00125618,1.35E-08,0.000111853,24.46849315,0.000120859
242,130,500,0.00136291,1.89E-08,0.000248351,11.02465753,7.59E-05
243,140,500,0.00147087,2.70E-08,0.000477071,5.742465753,5.65E-05
244,150,500,0.00157985,3.90E-08,0.000629049,4.353424658,6.20E-05
245,160,500,0.00169,5.68E-08,0.000772693,3.545205479,7.35E-05
246,170,500,0.00180131,8.26E-08,0.000863184,3.17260274,9.57E-05
247,180,500,0.00191367,1.20E-07,0.000873577,3.134246575,0.000137003
248,190,500,0.00202685,1.72E-07,0.00083759,3.265753425,0.000205555
249,200,500,0.00214075,2.45E-07,0.000799966,3.416438356,0.00030676
250,210,500,0.00225491,3.60E-06,0.000781502,3.367123288,0.004608055
251,220,500,0.00236978,5.16E-06,0.000777527,3.326027397,0.00663235
252,230,500,0.00248554,7.22E-06,0.000778676,3.249315068,0.009276172
253,240,500,0.00259285,9.67E-06,0.00107515,2.35890411,0.008996851
254,250,500,0.00272255,1.34E-05,0.003464267,0.764383562,0.00388087
255,260,500,0.00286738,1.89E-05,0.005358021,0.495890411,0.003524579
256,270,500,0.00302009,2.63E-05,0.006961061,0.380821918,0.003772505
257,280,500,0.00317371,3.56E-05,0.008376048,0.315068493,0.004254057
258,290,500,0.00332826,4.73E-05,0.010229372,0.257534247,0.00462261
259,300,500,,,,,
260,50,525,0.00054095,6.57E-08,1.63E-07,inf,
261,60,525,0.00064338,1.74E-08,6.88E-07,inf,
262,70,525,0.00074667,9.10E-09,2.48E-06,1070.569863,0.003674136
263,80,525,0.00085075,7.11E-09,7.89E-06,344.6027397,0.000901679
264,90,525,0.00095555,7.09E-09,2.27E-05,120.1123288,0.000311854
265,100,525,0.00106139,8.24E-09,6.05E-05,45.25205479,0.00013632
266,110,525,0.00116827,1.06E-08,0.000148862,18.39452055,7.09E-05
267,120,525,0.00127619,1.44E-08,0.000329237,8.320547945,4.36E-05
268,130,525,0.00138543,2.03E-08,0.000630502,4.345205479,3.22E-05
269,140,525,0.00149617,2.94E-08,0.000838077,3.268493151,3.50E-05
270,150,525,0.00160773,4.29E-08,0.000868565,3.153424658,4.94E-05
271,160,525,0.00172023,6.29E-08,0.000842917,3.249315068,7.46E-05
272,170,525,0.0018335,9.19E-08,0.000805326,3.4,0.000114158
273,180,525,0.00194731,1.20E-06,0.000783677,3.449315068,0.001525233
274,190,525,0.00206169,1.85E-06,0.00077834,3.446575342,0.002375838
275,200,525,0.00217687,2.78E-06,0.000779629,3.405479452,0.003564352
276,210,525,0.00229321,4.07E-06,0.000780498,3.353424658,0.005215771
277,220,525,0.00241059,5.82E-06,0.000772343,3.323287671,0.007539604
278,230,525,0.00251796,7.91E-06,0.002028954,1.306849315,0.003896115
279,240,525,0.00265215,1.13E-05,0.003829136,0.698630137,0.002945584
280,250,525,0.00279712,1.61E-05,0.005598102,0.479452055,0.002870729
281,260,525,0.0029461,2.25E-05,0.007425589,0.361643836,0.003024816
282,270,525,0.00309678,3.07E-05,0.009662039,0.276712329,0.003175166
283,280,525,,,,,
284,290,525,,,,,
285,300,525,,,,,
286,50,550,0.00054944,5.67E-08,6.57E-07,2347.863014,0.086272789
287,60,550,0.00065308,1.60E-08,2.61E-06,995.4958904,0.006127894
288,70,550,0.00075787,8.72E-09,8.91E-06,304.7150685,0.000978799
289,80,550,0.00086377,7.03E-09,2.71E-05,100.7890411,0.000259261
290,90,550,0.00097067,7.19E-09,7.50E-05,36.50410959,9.59E-05
291,100,550,0.00107853,8.53E-09,0.000189181,14.47671233,4.51E-05
292,110,550,0.00118747,1.11E-08,0.00041559,6.591780822,2.67E-05
293,120,550,0.00129785,1.53E-08,0.000749918,3.654794521,2.05E-05
294,130,550,0.00140995,2.20E-08,0.000868316,3.156164384,2.53E-05
295,140,550,0.00152287,3.21E-08,0.000800082,3.424657534,4.02E-05
296,150,550,0.00163619,4.73E-08,0.000772842,3.545205479,6.12E-05
297,160,550,0.00174997,5.17E-07,0.000764505,3.564383562,0.000676303
298,170,550,0.00186455,8.53E-07,0.000767058,3.536986301,0.001111894
299,180,550,0.00198033,1.36E-06,0.000771107,3.498630137,0.001764296
300,190,550,0.00209713,2.10E-06,0.000770621,3.471232877,0.002728958
301,200,550,0.00221485,3.16E-06,0.000766287,3.449315068,0.004120664
302,210,550,0.0023334,4.62E-06,0.00076097,3.416438356,0.006065048
303,220,550,0.0024402,6.35E-06,0.002388166,1.120547945,0.002658086
304,230,550,0.00257439,9.21E-06,0.004205529,0.64109589,0.002190245
305,240,550,0.00271527,1.32E-05,0.006322426,0.42739726,0.002088877
306,250,550,0.00286143,1.86E-05,0.008753556,0.309589041,0.002128625
307,260,550,,,,,
308,270,550,,,,,
309,280,550,,,,,
310,290,550,,,,,
311,300,550,,,,,
312,50,575,0.00055702,5.00E-08,2.42E-06,954.3260274,0.020666512
313,60,575,0.00066257,1.48E-08,9.16E-06,294.8082192,0.001615377
314,70,575,0.00076926,8.39E-09,3.00E-05,91.21369863,0.000280119
315,80,575,0.00087699,6.98E-09,8.72E-05,31.38356164,8.00E-05
316,90,575,0.00098572,7.31E-09,0.000227349,12.04931507,3.22E-05
317,100,575,0.0010956,8.85E-09,0.000495223,5.531506849,1.79E-05
318,110,575,0.00120707,1.17E-08,0.000828257,3.309589041,1.42E-05
319,120,575,0.00132014,1.65E-08,0.000856853,3.197260274,1.92E-05
320,130,575,0.00143372,1.03E-07,0.000781633,3.501369863,0.000131211
321,140,575,0.00154768,1.92E-07,0.000756021,3.616438356,0.000253965
322,150,575,0.0016627,3.43E-07,0.000754038,3.619178082,0.000455279
323,160,575,0.00177887,5.89E-07,0.000756405,3.597260274,0.000778499
324,170,575,0.00189622,9.73E-07,0.000747378,3.624657534,0.001301459
325,180,575,0.00201409,1.55E-06,0.00075007,3.58630137,0.002064324
326,190,575,0.00213284,2.39E-06,0.000745167,3.575342466,0.003203037
327,200,575,0.00225219,3.57E-06,0.000747438,3.515068493,0.004775753
328,210,575,0.00235598,4.95E-06,0.002372329,1.134246575,0.002084774
329,220,575,0.00248681,7.25E-06,0.004789819,0.564383562,0.001513407
330,230,575,0.00262816,1.06E-05,0.00773965,0.350684932,0.00137038
331,240,575,,,,,
332,250,575,,,,,
333,260,575,,,,,
334,270,575,,,,,
335,280,575,,,,,
336,290,575,,,,,
337,300,575,,,,,
